conf,paper,year,title,link,OA,DASA,REV1,REV2,REV1 CP?,REV2 CP?,disagr_CP,REV1 input data,REV2 input data,REV1 methods,REV2 methods,REV1 CE,REV2 CE,REV1 results,REV2 results,REV1 notes,REV2 notes,consolidated_cp,consolidated_data,consolidated_methods,consolidated_results,consolidated_notes,disagr_type,consolidated_CE,AGILE Reproducible badge,AGILE Reproducible report
agile,agile_2020_002,2020,On the Evaluation and Comparison of Region Interpolation Methods,https://doi.org/10.5194/agile-giss-1-3-2020,yes,yes,CG,RD,T,F,1,0 undocumented,0 undocumented,1 documented,1 documented,T,F,1 documented,0 undocumented,"CG: The main contribution of the paper is a conceptual methodology to compare method outputs. There is a simple experiment in which some python libraries are used. Agian, this is a sort of ""toy"" demonstration which , in my opinion, does not change the conceptual nature of the paper. Yet, I still assessed the paper as if it wan't conceptual, just in case.","This is mainly a conceptual paper but there is a section with experimental results
- input data: a paper is referenced for describing input data (satellite images over Antartic). They also use synthetic data without any futher description
- methodology: it seems to me that it's a manual methodology. Authors provided link to the software they evaluated through their methodology but 2/3 are dead links
- results: no information on how tables and figures have been created",F,0 undocumented,1 documented,0 undocumented,Rev2 correct. ,borderline conceptual paper,F,F,NA
agile,agile_2020_010,2020,Hey You! Let’s Talk. Dialogue-Initiatives Revisited for Wayfinding Instructions,https://doi.org/10.5194/agile-giss-1-11-2020,yes,yes,CG,RD,F,F,0,2 available,3 available & open,1 documented,1 documented,F,F,1 documented,NA,"CG: I consider the data corpus as data collected for the research data and a research output itself. It is a pity that participant transcripts are in PDF format on Zenodo (level 2, instead of 3)","-input: All the data are in a zenodo link. This dataset contains transcript of phone conversation between two people, one guiding (by instruction) the other one in German cities, and qgis project with roads.
- methodology: constitution of pairs (sender and receiver of guiding instructions)
- results: it's an analysis of discussion, it seems there is no software developped to analyse the conversations. It's a manual analysis and no fig or tables are provided",F,3 available & open,1 documented,1 documented,Rev2 correct,annotation inconsistencies,F,F,NA
agile,agile_2020_018,2020,Tracking Hurricane Dorian in GDELT and Twitter,https://doi.org/10.5194/agile-giss-1-19-2020,yes,yes,CG,RD,F,F,0,1 documented,2 available,2 available,2 available,T,T,1 documented,2 available,CG: based on reproducibility report,"A GH repository with data and code
- input data: Tweets ID and SQL Query for GDELT (not free)
- Methodology: code provided
- results: it seems to be provided when reading the paper but the reproducibility reviewers stated that some figs were missing.
- Computational env is well described",F,1 documented,2 available,1 documented,Rev1 correct,uncertain assessment,T,T,https://doi.org/10.17605/OSF.IO/XS5YR
agile,agile_2017_018,2017,On Measures for Groups of Trajectories,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_18,no,no,FO,RD,T,T,0,NA,NA,NA,NA,F,F,NA,NA,,"It seems to me that it's a conceptual paper.
I could not find any link neither description of input data nor methodology. The last section 'Applications of Group Measures' is just a discussion section",T,NA,NA,NA,no disagreement,no disagreement,F,NA,NA
agile,agile_2019_007,2019,Route Choice Decisions of E-bike Users: Analysis of GPS Tracking Data in the Netherlands,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_7,no,no,FO,RD,F,F,0,0 undocumented,0 undocumented,1 documented,0 undocumented,F,F,1 documented,0 undocumented,input data only sketched,"Review based on the sci-hub version
- Data : OSM data (no additional details provided) and GPS tracking data from a national smartphone app (no link provided)
- code : no link provided nor pseudo-code",F,0 undocumented,1 documented,1 documented,Rev1 correct,major disagreement,F,NA,NA
agile,agile_2019_015,2019,Market Area Delineation for Airports to Predict the Spread of Infectious Disease,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_15,no,no,FO,RD,F,F,0,0 undocumented,2 available,1 documented,2 available,F,F,1 documented,0 undocumented,"Very sparse information on input data, with at least one link not working anymore","Retrieve article from Sci-hub:
- Data source well described. Links provided refer to archived dataset (but 1 link was dead, and 1 was redirected to a city SDI but authors gave the extracting time for their study. 
- Code : Qgis was used along with python script (GH repo given)
- Post-processing: I couldn't find it. I don't know how authors generated their plots",F,2 available,1 documented,1 documented,mix of reviewer assessment,major disagreement,F,NA,NA
agile,agile_2021_003,2021,Investigating drivers’ geospatial abilities in unfamiliar environments (copernicus.org),https://agile-giss.copernicus.org/articles/2/3/2021/,yes,yes,FO,RD,F,F,0,2 available,3 available & open,2 available,3 available & open,F,F,2 available,3 available & open,"methods reproducibility depends on whether the survey should be considered, too: 1 if yes, 2 if no","The article has a “Reproducible AGILE” badge. 1 link was provided in DASA to figshare. The link is still working and contains data, code and post-processing scripts !",F,3 available & open,3 available & open,3 available & open,rev2 correct,uncertain assessment,F,T,https://osf.io/dx92a/
agile,agile_2021_011,2021,Extraction of linear structures from digital terrain models using deep learning (copernicus.org),https://agile-giss.copernicus.org/articles/2/11/2021/,yes,yes,FO,RD,F,F,0,1 documented,3 available & open,3 available & open,3 available & open,F,F,1 documented,3 available & open,"data is proprietary, figures not reproducible","Since the reproducibility review process, the authors have updated the paper with a DASA. They provided a reference Zenodo DOI for all the code and a test dataset. However, as noted by the reproducibility reviewer, the real data remains private (and poorly documented). But as authors provide a test dataset, i gave a 3 to data",F,1 documented,3 available & open,1 documented,Rev1 correct,major disagreement,F,T,https://osf.io/2sc7g/
agile,agile_2022_008,2022,"Classifying pedestrian trajectories by Machine learning using laser sensor data
",https://agile-giss.copernicus.org/articles/3/8/2022/,yes,yes,CG,RD,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,0 undocumented,CG: DASA says data and code cannot be disclosed,"in DASA: authors stated that both data and code cannot be shared.
- Data is a survey but it seems to me that we can not recreate them because there is no detailled description (they were collected in a hospital but it's never which in hospital it was)
- Method is well described 
- output: no information on how figures was produced",F,0 undocumented,1 documented,1 documented,Rev1 correct (results). Rev2 correct (data),major disagreement,F,F,NA
agile,agile_2022_016,2022,GeoXTag: Relative Spatial Information Extraction and Tagging of Unstructured Text,https://agile-giss.copernicus.org/articles/3/16/2022/,yes,yes,CG,RD,F,F,0,2 available,2 available,2 available,2 available,T,F,2 available,2 available,CG: based on reproducible report,"/!\ this paper was made by my current team

- Data are shared through Github
- Code: several GH repo are still working (without DOI)
- 2 webapps through an unpaid streamlit account: do not work
- output: covered by the GH repo",F,2 available,2 available,2 available,no disagreement,no disagreement,F,T,https://doi.org/10.17605/OSF.IO/3G9S8
agile,agile_2023_006,2023,Detecting Road Damages in Mobile Mapping Point Clouds using Competitive Reconstruction Networks,https://agile-giss.copernicus.org/articles/4/7/2023/,yes,yes,CG,RD,F,F,0,2 available,2 available,3 available & open,3 available & open,T,F,2 available,1 documented,CG: Python notebooks well documented on git repor and archived on Zenodo too. Links to data on Readme file: All works,"- input: Found a link in the GitHub repository. Some have DOIs, while others do not.
- Methodology: GH repo do have training script for the model 
- result: I could not found scripts used to create fig and tables
- Computational env: partially described. Run time and OS missing",F,2 available,3 available & open,2 available,Rev1 correct,uncertain assessment,F,F,NA
agile,agile_2023_014,2023,Advancing Forest Monitoring and Assessment Through Immersive Virtual Reality,https://agile-giss.copernicus.org/articles/4/15/2023/,yes,yes,CG,RD,F,F,0,2 available,3 available & open,1 documented,1 documented,T,F,1 documented,3 available & open,CG: based on reproducible report,"An unique Zenodo repo containing all data and script.
-> it seems to me that everything was fully open, but then I read the Agile reproducibility report that stated that the main developped contribution was missing.",F,2 available,1 documented,1 documented,Rev1 correct,uncertain assessment,F,T,https://doi.org/10.17605/osf.io/27wzp
agile,agile_2024_008,2024,OER4SDI: Open Educational Resources for Spatial Data Infrastructures,https://agile-giss.copernicus.org/articles/5/9/2024/,yes,yes,CG,RD,T,F,1,NA,NA,NA,NA,T,F,NA,2 available,,"Article presents educational resources for SDI (Spatial Data Infrastructure). There is no methology described in this paper, nor evaluation of the work. It's more or less a conceptual paper but as all educational ressources are shared through Github with license, i kept it like a normal paper.
DASA gives a link to a github organisation with 17 repositories. Several are cited in the papers as illustrations",T,NA,NA,NA,Rev1 correct. ,borderline conceptual paper,F,F,NA
giscience,giscience_2016_005,2016,Distance-Constrained k Spatial Sub-Networks: A Summary of Results,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_5,no,no,CG,RD,F,F,0,2 available,0 undocumented,1 documented,1 documented,F,F,1 documented,0 undocumented,CG. Link to Chicago public crime dataset. Link to LAPD crime and collision datasets of Los Angeles is provided but registration is required.,"Authors stated that: ""Interested readers may contact the authors for additional detail on the data and code used for this analysis""
- input data: user used OSM without giving filter fields. They also use a dataset of crime without giving a name or an URL
- methodology: pseudo provided
- results: empty",F,2 available,1 documented,0 undocumented,Rev1 correct (data) as links to open data sets are given. Rev2 correct (results),major disagreement,F,NA,NA
giscience,giscience_2016_013,2016,Point Partitions: A Qualitative Representation for Region-Based Spatial Scenes in R2,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_13,no,no,CG,RD,T,T,0,NA,NA,NA,NA,F,F,NA,NA,,"Authors examined different topological relations between objects like Disjoint, Overlap, Contains, ...",T,NA,NA,NA,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2016_021,2016,Measuring Cognitive Load for Map Tasks Through Pupil Diameter,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_21,no,no,CG,RD,F,F,0,1 documented,0 undocumented,1 documented,1 documented,T,F,1 documented,1 documented,,"Measurement of pupil dilatation when users are asked several tasks on a web maps (as a proxy of cognitive load)
- input data: Gmap and OSM without filter or precise extent. Authors said they use old Gmaps style (from 2013) and it was not available in 2016. The datasets of eye tracking is not available 
- methodology: explained but no link is provided
- results: explained but no link is provided
- computational env: only the eye tracker set-up is partially described",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,NA,NA
giscience,giscience_2018_004,2018,Considerations of Graphical Proximity and Geographical Nearness,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.4/LIPIcs.GISCIENCE.2018.4.pdf,yes,no,CG,RD,T,F,1,0 undocumented,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,I re-assesed the paper as it is not considered conceptual anymore,"- Data : a lime survey completed by 10 students 
- Code : they used a open source Software (JASP) without giving a link nor a version number
- post-processing: It seems that tables and figures were done with JASP",F,0 undocumented,1 documented,1 documented,Rev1 correct,borderline conceptual paper,F,NA,NA
giscience,giscience_2018_012,2018,Heterogeneous Skeleton for Summarizing Continuously Distributed Demand in a Region,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.12/LIPIcs.GISCIENCE.2018.12.pdf,yes,no,CG,RD,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,T,T,1 documented,0 undocumented,"Computation environment is promissing: ""The models were implemented in the Python platform using arcpy, pysal and sympy libraries, amoung others, on a Windows 10 Enterprise server with an Intel Xeon E5-2650 v3 (2.3GHz) 64 bit CPU and 64 GB of RAM"". For the other criteria: no accessible code, no idea about what the input data is","- Data : A polygon (created with ArcGIS)
- Method: a pseudo code is provided to compute the skeleton
- Computational env: OS, Hardware, runtime and python libs are described and ... ArcGIS
- Outputs: visualization made with ArcGIS (but with no more details)",F,0 undocumented,1 documented,0 undocumented,Rev2 correct,uncertain assessment,T,NA,NA
giscience,giscience_2021_004,2020,Serverless GEO Labels for the Semantic Sensor Web,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.4,yes,yes,CG,RD,F,F,0,3 available & open,2 available,3 available & open,3 available & open,T,T,3 available & open,3 available & open,"CG: no explicit DASA, but same information in ""Supplementary material"". Authored by Daniel. Best practice: RR anotations in figures ","Perfect example of a fully reproducible article.
for input data, I did not use a ""3"" because only a list of links and short description are provided (without license)
There is no DASA section but a lot of thinks (except for data) are provided in suplement materials section",F,2 available,3 available & open,3 available & open,Rev2 correct,uncertain assessment,T,NA,NA
giscience,giscience_2021_012,2020,LSTM-TrajGAN: A Deep Learning Approach to Trajectory Privacy Protection,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.12,yes,no,CG,RD,F,F,0,2 available,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,CG: Foursquare trajectory data reused from published paper. I followed links and data is available on personal web page: https://sites.google.com/site/yangdingqi/home/foursquare-dataset,"- Data: no link nor info just a ref to 2 papers (I havent read them)
- Method is described but no link is provided nor computational info",F,2 available,1 documented,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
giscience,giscience_2021_020,2021,A Clustering-Based Framework for Individual Travel Behaviour Change Detection,https://doi.org/10.4230/LIPIcs.GIScience.2021.II.4,yes,yes,CG,RD,F,F,0,1 documented,3 available & open,2 available,2 available,T,F,2 available,3 available & open,"CG: Code provided in suplementary material as github repo (https://github.com/mie-lab/change-detection). Input data: real-world, large-scale GPS tracking data set is not available, but documented. Alternatively, results could be replicated with another datasets (GeoLife GPS Trajectories) as authors explain in the github repo.","- Data : the real data were not available for privacy and ownership permssion 
But in their GH, the authors provided a link to similar data (but it was not described in the paper)
- Code & outputs : GH links provided with clear instructions along with a SWHID",F,1 documented,2 available,2 available,Rev1 correct,uncertain assessment,F,NA,NA
giscience,giscience_2021_028,2021,Map Matching for Semi-Restricted Trajectories,https://doi.org/10.4230/LIPIcs.GIScience.2021.II.12,yes,yes,CG,RD,F,F,0,0 undocumented,0 undocumented,2 available,0 undocumented,T,F,1 documented,0 undocumented,"CG: Githud repo in suplementary data: https://github.com/tcvdijk/tessa. Code OK, but OSM dataset is not provided in repo, and poorly described in the paper to be recreated","- Data : They use OSM without any further information
- code & output : a Gh repo with SWHIDis provided but it doesn't overlap all the computational pipeline. It only does a tessallation but It doesn't match trajectories",F,0 undocumented,0 undocumented,1 documented,Rev2 correct (methods). Rev1 correct (results). Paper and github repo revisted,major disagreement,F,NA,NA
giscience,giscience_2023_003,2023,Reducing False Discoveries in Statistically-Significant Regional-Colocation Mining: A Summary of Results,https://drops.dagstuhl.de/storage/00lipics/lipics-vol277-giscience2023/LIPIcs.GIScience.2023.3/LIPIcs.GIScience.2023.3.pdf,yes,no,CG,RD,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,Mostly theoretical but includes a 1/2 page case study (sect 6). Data: refer to a previous paper. Code: refer to pseudo-algorithm described previously in the paper ,"- Data: Mobility data from a private compagnie. The dataest is described but not the filters used by the authors
- code & output: well described in the manuscript (no link provided)",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,NA,NA
giscience,giscience_2023_011,2023,Benchmarking Regression Models Under Spatial Heterogeneity,https://drops.dagstuhl.de/storage/00lipics/lipics-vol277-giscience2023/LIPIcs.GIScience.2023.11/LIPIcs.GIScience.2023.11.pdf,yes,yes,CG,RD,F,F,0,2 available,2 available,2 available,3 available & open,T,F,2 available,3 available & open,"CG: no explicit DASA, but same information in ""Supplementary material"".  It points to a GitHub repor where data & code are openely available. All datasets (syntethic & real) are available in that repo. Repo is pretty well documented, with licens and instorcuto on how to use it and repreouce the results. Personal note: First author is a AGILE RC member. What lacks however is to assign DOI to these data/code resources. ","- input: real world data: links are provided and for synthetic data: a script could be found in their GH repo
- method: Github repo with usefull readme + swhid 
- results: script in the same github repo
- Computational env: could not find any information",F,2 available,2 available,2 available,"Rev1 correct. Pending question is why ""open"" for methods and resutls if DOI is missing? github url + shi = DOI? - Fixed - ""Available""",major disagreement,F,NA,NA
agile,agile_2017_011,2017,A Big Geo Data Query Framework to Correlate Open Data with Social Network Geotagged Posts,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_11,no,no,FO,ST,T,F,1,NA,1 documented,NA,1 documented,F,F,NA,1 documented,,"Input data: JSON/GeoJSON examples
Methods: formal syntax and examples
Results: structured JSON outputs
Computational Environment: no technical specifications
The work is a conceptual contribution ",T,NA,NA,NA,Rev2 agrees to CP in notes,borderline conceptual paper,F,NA,NA
agile,agile_2018_001,2018,Evaluating Spatial Data Acquisition and Interpolation Strategies for River Bathymetries,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_1,no,no,CG,ST,F,F,0,1 documented,0 undocumented,1 documented,1 documented,T,F,1 documented,1 documented,CG: Input data based on US Army Corps of Engineers (cited ref). But URL is broken.,"Input Data: Ohio River bathymetric data referenced (US Army Corps of Engineers), no publicly available and not well described to recreate.
Methods: spatial interpolation methods (IDW, Kriging, RBF) and acquisition strategies (cross-sections, zig-zag trajectories) documented, no code provided.
Results: documented with RMSE and MAE metrics, comparative error analyses, and sensitivity results; ouput data not shared.
Computational Environment: ArcGIS mentioned, but no hardware, OS, or runtime details provided).",F,1 documented,1 documented,1 documented,Rev 1 correct. URL to data is broken but it's assumed URL worked at that time. Data well described in paper,uncertain assessment,F,NA,NA
agile,agile_2018_009,2018,Supporting the Monitoring of Cheetahs in Kenya by Mobile Map Apps,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_9,no,no,CG,ST,F,F,0,1 documented,0 undocumented,1 documented,0 undocumented,T,F,0 undocumented,1 documented,CG: mobile app is main output. No link to online instace or similar provided. No way to test it as a reader/reviewer. As regards input data. it is based on cheetah sightings in Kenya: level 1?,"Input Data: general references without descriptions, lacks specific datasets, links, or DOIs.
Methods: process for developing mobile map apps and workflows described, no code or implementation details provided.
Results: documented with usability study results and user feedback in figures and tables, but no raw data shared.
Computational Environment: Esri tools and ArcGIS Online mentioned, but no hardware, OS, or runtime details provided.",F,0 undocumented,0 undocumented,0 undocumented,Rev2 correct (data and methods). Rev1 correct (resutls),major disagreement,F,NA,NA
agile,agile_2018_017,2018,A Framework for the Management of Deformable Moving Objects,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_17,no,no,CG,ST,F,F,0,1 documented,0 undocumented,1 documented,1 documented,T,F,1 documented,1 documented,"CG: Inputa data based on an open existing repository and synthetic data. The former is only described, no provided.","Input Data: data from synthetic sources and Antarctic iceberg movement referenced no real description, lacks detailed subsets or links (not working).
Methods: compatible triangulation and rigid interpolation methods for moving objects described, no code provided.
Results: documented with visualizations of interpolation and movement for icebergs, but no raw data shared.
Computational Environment: PostgreSQL, PostGIS, and C++ custom libraries mentioned, but lacks hardware, OS, or runtime details.",F,1 documented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
agile,agile_2020_003,2020,Documentation of cultural heritage monuments with CityGML: an application for ancient theatres,https://doi.org/10.5194/agile-giss-1-4-2020,yes,no,CG,ST,T,T,0,NA,NA,NA,NA,F,F,NA,NA,"CG: Steps to specify monuments in cityML format. It's conceptual in the sense of presenting UML diagrams, etc.",Extending CityGML for cultural heritage documentation. t does not include computational work with raw data or specific datasets,T,NA,NA,NA,no disagreement,no disagreement,F,F,NA
agile,agile_2020_011,2020,Short-term Traffic Demand Prediction using Graph Convolutional Neural Networks,https://doi.org/10.5194/agile-giss-1-12-2020,yes,no,CG,ST,F,F,0,3 available & open,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,"CG: data used comes from NYC data server. My doubt: 2 or 3 level? No DOI but the server seems to offer open and permanently archived datasets (My suggestion: 3). Yet, another bad practice (code): a ML-based paper for prediction should made computational resources & code available. ","Input Data: NYC Taxi and Limousine Commission dataset referenced and accessible, but preprocessing steps and specific subsets are not detailed.
Methods: graph convolutional neural network methods and adjacency matrix designs are described; code is not shared.
Results: results include RMSE, sMAPE metrics, and model comparisons, but output data is not shared.
Computational Environment: mentions Python and specific models, but no hardware, OS, or runtime details provided.",F,2 available,1 documented,1 documented,"Mix of agreement on data. But data is ""available"" according to protocol document.",uncertain assessment,F,F,NA
agile,agile_2020_019,2020,Analysis and mapping of crime perception: A quantitative approach of sketch maps,https://doi.org/10.5194/agile-giss-1-20-2020,yes,no,CG,ST,F,F,0,0 undocumented,1 documented,1 documented,1 documented,T,F,1 documented,1 documented,"CG: One dataset is collected survey data (which scores 1 in data criterion). My final score is 0 in data because other datasets used are not properly described. Authors even add a footnote: ""Please contact the
authors if you would like to further/additionally explore the data."" ","Input Data: crime incidents from Budapest police records and sketch maps collected via participatory surveys are referenced, but no raw datasets or direct links are provided.
Methods: spatial modeling, logistic regression, and spatial autocorrelation analyses are described, but no code or workflows are shared.
Results: results include visualizations of crime perception accuracy, spatial patterns, and statistical summaries; no output data is shared.
Computational Environment: mentions use of GIS tools and statistical methods, but no hardware, OS, or runtime details are provided.",F,0 undocumented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,F,NA
agile,agile_2017_003,2017,Residential Choices as a Driving Force to Vertical Segregation in Whitechapel,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_3,no,no,FO,ST,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,actually very intriguing and original research; giving a 0 on the data seems almost unfair given the immense work that went into it - but none of it is available,"Input Data: data referenced from spatio-temporal surveys in Whitechapel, no direct links, DOIs, or publicly accessible datasets mentioned.
Methods: spatial analysis methods, including Moran’s I index and GIS-based segregation analysis, described; no code provided.
Results: results presented in figures and tables, including segregation indices and demographic patterns; no output data mentioned or shared.
Computational Environment: GIS tools referenced, but no specific hardware, software, OS, or runtime details provided.",F,0 undocumented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
agile,agile_2017_019,2017,Beyond Pairs: Generalizing the Geo-dipole for Quantifying Spatial Patterns in Geographic Fields,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_19,no,no,FO,ST,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,F,F,0 undocumented,1 documented,methods only receive a 1 because of the standard methods ,"Input Data: spatial patterns derived from remotely sensed images are mentioned, but no specific datasets, links, or access details are provided.
Methods: methods like geo-dipole and geo-multipole for spatial analysis are explained in detail, but no code or implementation details provided.
Results: results include figures comparing variograms and multiple-point statistics, but no output data shared.
Computational Environment: tools like Matlab and mGstat mentioned, but no details on hardware, OS, or runtime specifics.",F,0 undocumented,1 documented,1 documented,rev2 correct,uncertain assessment,F,NA,NA
agile,agile_2019_008,2019,Route Optimisation for Winter Maintenance,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_8,no,no,FO,ST,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,"input data not so important for the paper, which is all the more suprising why no data was provided","Input data: referenced data from the Danish Road Directorate’s system, but no specific links or subsets provided.
Methods: optimization methods (GRASP, Simulated Annealing) documented (pseudo-code), no code.
Results: documented with route length and service time reductions, but no raw data shared.
Computational environment: Python mentioned, but no complete details on hardware, OS, or runtime specifics.",F,0 undocumented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
agile,agile_2019_016,2019,Reflective Practice: Lessons Learnt by Using Board Games as a Design Tool for Location-Based Games,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_16,no,no,FO,ST,T,T,0,NA,NA,NA,NA,F,F,NA,NA,no computations,,T,NA,NA,NA,no disagreement,no disagreement,F,NA,NA
agile,agile_2021_004,2021,"Flood Impact Assessment on Road Network and Healthcare Access at the example of Jakarta, Indonesia (copernicus.org)",https://agile-giss.copernicus.org/articles/2/4/2021/,yes,yes,FO,ST,F,F,0,1 documented,1 documented,2 available,3 available & open,F,F,2 available,1 documented,very detailed instructions but the initial data set is not provided,"Input data: available but not fully documented – OSM data, WorldPop, and HOT Indonesia flood data referenced, but subsets and links are not detailed (data are in the github repo)
Methods/Analysis/Processing: network and accessibility methods are explained, and code is shared on GitHub.
Results: figures and summaries provided, but raw data is not available without run the code.
Computational environment: Python and R mentioned, but no hardware or OS details provided.",F,1 documented,2 available,1 documented,both reviewers right,major disagreement,F,T,https://osf.io/g4dcq/
agile,agile_2021_012,2021,Automated Extraction of Labels from Large-Scale Historical Maps (copernicus.org),https://agile-giss.copernicus.org/articles/2/12/2021/,yes,yes,FO,ST,F,F,0,3 available & open,2 available,3 available & open,3 available & open,F,F,3 available & open,3 available & open,"not sure about level 3 for results, but important to keep in mind that it's a pre-assessment and may differ from what the repro report says","Input data: dataset (Hamburg historical map) is referenced in a Zenodo DOI with results but is not available.
Methods: documented automated text detection and recognition workflow using Strabo and Tesseract, with Python code shared on Zenodo.
Results: documented with detection accuracy (recall up to 66%) and georeferencing examples; raw data and ground truth shared.
Computational environment: detailed Python, QGIS 3.16, Ubuntu 18.04, Windows 10, libraries specified, no hardware specificacions",F,3 available & open,3 available & open,3 available & open,rev1 correct (data for paper is made available as image snippets),annotation inconsistencies,F,T,https://osf.io/anv9r/
agile,agile_2022_001,2022,Geotechnology-based Spatial Learning: The Effects on Spatial Abilities and Sketch Maps in an Inter-Cultural Study,https://agile-giss.copernicus.org/articles/3/1/2022/,yes,no,CG,ST,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,CG: qualititate research involving children. No DASA,"Input Data: data from sketch maps, mental rotation tests, and spatial orientation tests briefly documented, lacks direct links or public access.
Methods: methods for spatial learning using geocaching games described, no code or implementation details provided.
Results: documented with statistical analyses, improvements in spatial abilities, and pre/post-test comparisons, but output data is not shared.
Computational Environment: laptops and software mentioned, but no detailed hardware, OS, or runtime specifics provided.",F,1 documented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,F,NA
agile,agile_2022_009,2022,Geoparsing: Solved or Biased? An Evaluation of Geographic Biases in Geoparsing,https://agile-giss.copernicus.org/articles/3/9/2022/,yes,yes,CG,ST,F,F,0,2 available,2 available,2 available,2 available,T,F,2 available,1 documented,CG: based on reproducible report,"Input Data: datasets used in evaluation such as GeoCorpora, LGL, GeoVirus, and WikToR are accessible, but specific subsets are not provided, and some datasets require preprocessing.
Methods: methods include deep learning (NeuroTPR, CamCoder) and off-the-shelf tools (spaCy, Edinburgh Geoparser), with code and models publicly available.
Results: figures include normalized frequency distributions, hot/cold spots, and accuracy comparisons; output data not shared.
Computational Environment: mentions tools like Python and libraries, but lacks specific hardware, OS, and runtime details.",F,2 available,2 available,2 available,Rev1 correct,uncertain assessment,F,T,https://doi.org/10.17605/OSF.IO/3DSMV
agile,agile_2022_017,2022,A method to produce metadata describing and assessing the quality of spatial landmark datasets in mountain area,https://agile-giss.copernicus.org/articles/3/17/2022/,yes,yes,CG,ST,F,F,0,3 available & open,3 available & open,2 available,3 available & open,T,F,2 available,1 documented,CG: based on reproducible report,"Input Data: datasets include BDTOPO, OpenStreetMap, Refuges.info, and Camp2Camp, accessible via Zenodo with DOIs provided.
Methods: methods for data matching, metadata generation, and quality computation are well-documented, with code available on GitHub.
Results: results include figures, tables, and metrics such as confidence, positional accuracy, and completeness; no raw data shared.
Computational Environment: tools like PostgreSQL and Java are mentioned, but hardware, run time and OS details are missing.",F,3 available & open,2 available,2 available,Rev1 correct,uncertain assessment,F,T,https://doi.org/10.17605/OSF.IO/6S2GP
agile,agile_2023_007,2023,Is it safe to be attractive? Disentangling the influence of streetscape features on the perceived safety and attractiveness of city streets,https://agile-giss.copernicus.org/articles/4/8/2023/,yes,yes,CG,ST,F,F,0,1 documented,3 available & open,3 available & open,3 available & open,T,F,2 available,3 available & open,CG: based on reproducible report,"Input Data: participant data aggregated and shared on GitHub; street-level imagery from Cyclomedia is restricted.
Methods: methods include crowdsourcing and spatial autocorrelation analyses; code is available on GitHub.
Results: figures, histograms, and spatial correlation metrics provided; aggregated data is shared.
Computational Environment: mentions Python libraries and tools like AngularJS, but lacks specific hardware, OS, or runtime details. Provide a Dockerfile. However, this aspect could be omitted.",F,1 documented,3 available & open,3 available & open,"Rev1 correct (data), since some data was not discloused but documented in paper. Rev2 correct (results)",major disagreement,F,T,https://doi.org/10.17605/osf.io/aqgxr
